Title;Description;Image;Nombre;Concejo;Direccion;Telefono;Email;Web;Facebook;Twitter;Instagram;Youtube;Horario;MasInformacion;Observaciones;QCalidad;InfoMascotas;Coordenadas;Slide;SlideTitulo;SlideUrl;NumeroMaximo;DetalleNormas
Oficina de turismo de Langreo;<p>Oficina de Turismo</p>;/documents/39908/47040/ancho409xalto339.jpg/2ce17fbb-52ab-557c-658a-d060b14c7d41;Oficina de turismo de Langreo;Langreo;Parque Dolores Fernández Duro. 33930. Langreo;984 181 889;turismo@ayto-langreo.es;https://turismo.langreo.as/;;;;;01/04 a 30/09: Martes a sábado: 10:30 a 14:00 y 16:00 a 18:30 h. Domingos: 10:00 a 15:00 h. Cerrado: lunes 01/10 a 31/03: Martes a viernes: 10:00 a 14:00 y 15:30 a 18:30 h. Sábados: 10:00 a 15:00 h. Cerrado: domingos y lunes  ;Abre todo el año;;;;43.308256, -5.691059;/documents/39908/47040/ancho409xalto339.jpg/2ce17fbb-52ab-557c-658a-d060b14c7d41?t=1674175571224;Oficina de Turismo de Langreo;;;
Oficina de turismo de Allande;Oficina de turismo;/documents/39908/47004/Allande.jpg/5311cc37-6624-f231-3ecd-2be9a6425c4c;Oficina de turismo de Allande;Allande;C/ Párroco Luis Ochoa. 33880. Pola de Allande;985 807 291 / 985 807 004 (Ayto);turismo@allande.es / administracion@allande.es;http://www.allande.es;;;;;Semana Santa: 11:30 a 17:00 h. Verano: Martes a Sábado: 11:00 a 17:30 h. Domingos: 11:00 a 15:30 h. Cerrado: lunes ;;;;;43.272925,-6.60742;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6?t=1674173326194;Oficina de Turismo de Allande;;;
Oficina de turismo de Navelgas (Tineo);Oficina de turismo de Navelgas (Tineo);/documents/39908/46968/ot-navelgas.jpg/62482751-43c6-92ea-152c-1b60469e1f99;Oficina de turismo de Navelgas (Tineo);Tineo;Bº de San Nicolás. 33873. Navelgas;985 806 018;info@museodeloro.es;;https://www.facebook.com/MOANavelgas/?ref=bookmarks;https://twitter.com/MOroAsturias;https://www.instagram.com/museodelorodeasturias/?hl=es;;Abierta: Martes (tarde) a domingo (mañana): 11:00 a 14:00 y 16:00 a 19:00 h. Cerrada: Domingo (tarde), lunes y martes (mañana) Tercer domingo de cada mes: 17 y 18 septiembre, 15 y 16 octubre, 19 y 20 noviembre, 17 y 18 diciembre. Festivos abiertos: 12/10, 01/11 (16:00 a 19:00 h.), 06/12 (16:00 a 19:00h.) y 08/12 Diciembre.;Abre todo el año;;;;43.403299,-6.543859;/documents/39908/46968/ot-navelgas.jpg/62482751-43c6-92ea-152c-1b60469e1f99?t=1674175551371;Oficina de Turismo de Navelgas, Tineo;;;
Oficina de turismo de Soto del Barco;Oficina de turismo de Soto del Barco;/documents/39908/47034/Puerta_del_+Mar.jpg/7f6e38ad-57ce-5519-d0b8-c5858dad9062;Oficina de turismo de Soto del Barco;Soto del Barco;Plaza de Casimiro Vega, 3. 33125. L' Arena;985 586 558;turismo@sotodelbarco.com;https://www.sotodelbarco.com/turismo,https://destinobajonalon.es/;;;;;09/07 a 20/09: Miércoles a domingo: 10:30 a 14:30 y 16:30 a 19:30 h.;Consultas: 985 588 013 / info@sotodelbarco.com    ;;;;43.556977,-6.076235;/documents/39908/47034/Puerta_del_+Mar.jpg/7f6e38ad-57ce-5519-d0b8-c5858dad9062?t=1674175570047;Oficina Puerta del Mar en Soto del Barco;;;
Centro de Información Turística del Principado de Asturias;Centro de Información Turística del Principado de Asturias;/documents/39908/46962/CITPA_Oviedo.jpg/61c959a5-0c4d-0aaf-e60e-f8d6ce5d6150;Centro de Información Turística del Principado de Asturias;Oviedo;Plaza de la Constitución, 4. 33009. Oviedo/Uviéu;984 493 563 / 984 493 560 / 902 300 202;citpa.oviedo@turismoycultura.asturias.es;https://www.turismoasturias.es;https://www.facebook.com/TurismoAsturias;https://twitter.com/TurismoAsturias;https://www.instagram.com/turismoasturias/;;01/01 a 30/06 y 01/09 a 31/12: Lunes a viernes: 9:00 a 17:30 h. Fines de semana y festivos: 10:00 a 17:00 h. Cerrada: 24, 25 y 31 diciembre, 1, 5 (tarde) y 6 enero Semana Santa: 9:00 a 19:00 h. 01/07 a 31/08: 9:00 a 19:00 h.      ;Abre todo el año;Dispone de un bucle magnético para prestar servicio a personas usuarias de prótesis auditivas. ;TRUE;;43.360384,-5.845033;/documents/39908/46962/CITPA_Oviedo.jpg/61c959a5-0c4d-0aaf-e60e-f8d6ce5d6150?t=1674175548380;Oficina de Información Turística del Principado de Asturias;;;
Oficina de turismo de Quirós;Oficina de turismo de Quirós;/documents/39908/47091/ot-quiros.jpg/46f01334-0cd7-34db-8267-29cc382647bb;Oficina de turismo de Quirós;Quirós;Carretera AS-229, P. K. 8,4 (Dentro del Museo Etnográfico). 33117 San Salvador;985 768 096 / 985 768 160 (Ayto - ADL);museodequiros@gmail.com,info@quiros.es;http://www.quiros.es;;;;;01/07 a 30/09: Miércoles a domingo: 11:00 a 14:00 y 15:30 a 19:30 h.;;Visitas guiadas al Museo Etnográfico (previa reserva): Martes a domingo: 11:00 a 14:00 y 15:30 a 19:30 h. Reservas: 985 768 096 o 658 966 786;;;43.158079,-5.973436;/documents/39908/47091/ot-quiros.jpg/46f01334-0cd7-34db-8267-29cc382647bb?t=1674175586759;Interior del Museo Etnográfico de Quirós donde está la oficina;;;
Oficina de turismo de Caravia;Oficina de turismo;/documents/39908/47055/OficinaTurismo_Caravia.jpg/96e5b93a-71b0-9b77-7e64-22607f795aa0;Oficina de turismo de Caravia;Caravia;33344. Caravia;985 853 088 / 985 853 005 (Ayto);turismo@aytocaravia.com;http://www.aytocaravia.com/es;;;;;01/07 a 31/08: Martes a Sábado: 11:15 a 14:00 y 16:00 a 18:30 h. Domingos: 11:15 a 15:00 h. Resto del año: Cerrada  ;Cerrada;;;;43.462482,-5.188515;/documents/39908/47055/OficinaTurismo_Caravia.jpg/96e5b93a-71b0-9b77-7e64-22607f795aa0?t=1674175576305;Hórreo donde está situada la Oficina de Turismo de Caravia;;;
Oficina Municipal de Información Turística y atención al Peregrino;Oficina Municipal de Información Turística y atención al Peregrino;/documents/39908/46929/Escorialin+y+Origen+del+Camino.jpg/37e6624e-0987-ed78-98d9-32b43cde24e9;Oficina Municipal de Información Turística y atención al Peregrino;Oviedo;C/ Marqués de Santa Cruz (El Escorialín);985 227 586;oficina.turismo@oviedo.es;https://www.visitoviedo.info/;;;;;01/07 a 30/09: Lunes a domingo: 10:00 a 14:30 y 15:30 a 17:00 h.;;;;;43.361690,-5.848373;/documents/39908/46929/Escorialin+y+Origen+del+Camino.jpg/37e6624e-0987-ed78-98d9-32b43cde24e9?t=1674175536701;Oficina Municipal de Información Turística y atención al Peregrino;;;
Oficina de turismo de Cangas de Onís;<p>Oficina de turismo de Cangas de Onís</p>;/documents/39908/46980/OT_Cangas_de_Onis.jpg/51f5d950-1053-c994-80e0-44678f965586;Oficina de turismo de Cangas de Onís;Cangas de Onís;Avda. Covadonga, 1. 33550. Cangues d' Onís/Cangas de Onís;985 848 005;turismo@cangasdeonis.com;http://www.cangasdeonis.com/turismo;https://www.facebook.com/turismocangasdeonis/;https://twitter.com/cangasdeonis_;https://www.instagram.com/turismocangasdeonis/?hl=es;;01/07 a 15/09: 09:00 a 20:00 h. (todos los días) 16/09 a 30/06: Lunes a sábado: 10:00 a 14:00 y 16:00 a 19:00 h. Domingo: 10:00 a 14:00 h. ;Abre todo el año;;TRUE;;43.35062,-5.131614;/documents/39908/46980/OT_Cangas_de_Onis.jpg/51f5d950-1053-c994-80e0-44678f965586?t=1674175555187;OT Cangas de Onís (Casa Riera);;;
Oficina de Turismo de Salinas;Oficina de Turismo de Salinas;/documents/39908/47073/Oficina-de-Informaci%C3%B3n-Tur%C3%ADstica-de-Salinas.jpg/a600fc2b-4f78-9d5d-77f3-4b23357ea8eb;Oficina de Turismo de Salinas;Castrillón;Avda. Juan Sitges, 3. 33405. Salinas;985 501 865;oitsalinas@castrillon.es;https://www.castrillonturismo.es/castrillon/;https://www.facebook.com/turismodecastrillon/;;https://www.instagram.com/turismocastrillon/;;;Cerrada;;;;43.576916, -5.966140;/documents/39908/47073/Oficina-de-Informaci%C3%B3n-Tur%C3%ADstica-de-Salinas.jpg/a600fc2b-4f78-9d5d-77f3-4b23357ea8eb?t=1674175582447;Oficina de Turismo de Salinas (Castrillón);;;
Oficina de turismo de Villanueva de Oscos;Oficina de turismo;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6;Oficina de turismo de Villanueva de Oscos;Villanueva de Oscos;Ecomuseo del Pan. Santa Eufemia, s/n. 33777 Vilanova;985 626 219 / 985 626 084 (Ayto);oficinadeturismo@villanuevadeoscos.es,administracion@villanuevadeoscos.es;http://www.villanuevadeoscos.es;;;;;Mañanas: 10:30 a 14:00 h. Tardes: 16:00 a 18:00 h. Cerrado: miércoles ;Cerrada ;;;;43.313938,-6.987702;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6?t=1674173326194;logo;;;
Oficina Municipal de turismo de Mieres;Oficina Municipal de turismo de Mieres;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6;Oficina Municipal de turismo de Mieres;Mieres;C/ Manuel Llaneza, 8. 33600. Mieres;985 450 533;turismo@ayto-mieres.es;https://www.mieres.es/turismo/;;https://twitter.com/turismomieres;;;Lunes a viernes: 8:00 a 14:00 h. Sábados: 10:30 a 14:00 y 16:00 a 19:30 h. Domingos: 10:00 a 15:00 h.  ;Abre todo el año;;;;43.250228,-5.772985;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6?t=1674173326194;logo;;;
Punto información turística en Puerto de Vega;Punto información turística en Puerto de Vega;/documents/39908/47052/foto-OT-Viav%C3%A9lez.jpg/d9cc257e-df7b-6e9a-c9cf-3566fd16562e;Punto información turística en Puerto de Vega;Navia;C/ El Muelle (antiguo quiosco). 33790. Puerto de Vega;690 844 915;turismo@ayto-navia.es;https://www.naviaturismo.com/Navia;https://www.facebook.com/NaviaTurismo;https://twitter.com/NaviaTurismo;;;Consultar horarios aquí;;;;;43.563953, -6.646539;/documents/39908/47052/foto-OT-Viav%C3%A9lez.jpg/d9cc257e-df7b-6e9a-c9cf-3566fd16562e?t=1674175575573;Punto de Información Turística en Puerto de Vega, Navia;;;
Oficina de turismo de Degaña;Oficina de turismo de Degaña;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6;Oficina de turismo de Degaña;Degaña;Bº San Roque, 6A. 33812. Cerredo;985 665 039;turismodegania@degania.org;https://www.degania.org/turismo,http://www.fuentesdelnarcea.org;;;;;Lunes a sábado: 11:00 a 14:00 y 16.30 a 19:00 h. Cerrado: domingo;;;;;42.945538,-6.492289;/documents/39908/47097/degana.jpg/a4390234-541d-7aea-b50a-561838c4e0be?t=1674175589181;Exterior de la Oficina Municipal de Turismo de Degaña, ubicada en el CI del Parque Natural de las Fuentes del Narcea, Degaña e Ibias;;;
Oficina de turismo de Piloña;Oficina de turismo de Piloña;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6;Oficina de turismo de Piloña;Piloña;C/ Covadonga, 9 - Edificio de la Obra Pía. 33530. L' Infiestu;984 081 246;turismo@ayto-pilona.es;http://www.ayto-pilona.es,www.tierradeasturcones.com;;;;;Lunes a jueves: 10:30 a 17:30 h. Cerrado: martes y miércoles;Abre todo el año      ;La Exposición Permanente Los 13 del Sidrón (mismo horario que la Oficina). Visitas guiadas: 12:30 y 17:00 h. Imprescindible reserva previa. Aforo limitado.    ;;;43.346177,-5.362134;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6?t=1674173326194;logo;;;
Oficina de turismo de Llanes;Oficina de turismo de Llanes;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6;Oficina de turismo de Llanes;Llanes;Marqués de Canillejas (antigua Lonja de Pescado). 33500. Llanes;985 400 164;turismo@ayuntamientodellanes.com;http://www.llanes.es;https://www.facebook.com/llanesturismo/;https://twitter.com/llanesturismo;https://www.instagram.com/turismollanes/;;Lunes a sábado: 10:00 a 14:00 y 16:00 a 18:30 h. Domingos y festivos (no puentes): 10:00 a 14.00 h.  ;Abre todo el año;;TRUE;;43.419896, -4.752851;/documents/39908/47058/OT_Llanes_1.jpg/c618b0f1-5e8e-efe3-e6fc-7d561ac47f0b?t=1674175577195;Oficina de Turismo de Llanes;;;
Oficina de turismo de Coaña;<p>Oficina de turismo de Coaña</p>;/documents/39908/47013/Coa%C3%B1a.jpg/bd9a066d-3f79-4c5b-647c-44ad16c99bdd;Oficina de turismo de Coaña;Coaña;A.D. Castro de Coaña / Ayto. Coaña. 33795. Coaña;679 810 007 (OT) / 985 978 401 (Castro);areadeturismo@ayuntamientodecoana.com;http://www.ayuntamientodecoana.com;https://www.facebook.com/Ayuntamiento-de-COA%C3%91A-Asturias-103264927733674;;;;01/07 a 31/08 (Oficina situada en el Aula Didáctica del Castro): Miércoles a domingo: 10:30 a 16:30 h.    ;Abre todo el año;;;;43.510915,-6.749257;/documents/39908/47013/Coa%C3%B1a.jpg/bd9a066d-3f79-4c5b-647c-44ad16c99bdd?t=1674175565541;Coaña;;;
Oficina Municipal de Turismo de Luarca-Valdés;<p>Oficina Municipal de Turismo de Luarca-Valdés</p>;/documents/39908/47109/oficina-turismo1.jpg/07bbac82-a6a8-9049-2d62-e81259ef008e?t=1674175593129;Oficina Municipal de Turismo de Luarca-Valdés;Valdés;Ramón Asenjo, 25. 33700. Luarca/??uarca;985 640 083;turismo@ayto-valdes.net;https://www.turismoluarcavaldes.es/;https://www.facebook.com/luarcavaldesturismo;https://twitter.com/luarca_valdes;https://www.instagram.com/turismoluarcavaldes/?hl=es;;01/06 a 30/06: Martes a sábado: 10:30 a 13:45 y 16:00 a 18:45h. Verano: Lunes a domingo: 10:30 a 13:45 y 16:00 a 18:45 h. Se recomienda consultar los horarios de apertura ya que pueden surgir cambios.;Abre todo el año;;;;43.542018,-6.535830;/documents/39908/47109/oficina-turismo1.jpg/07bbac82-a6a8-9049-2d62-e81259ef008e?t=1674175593129;Oficina de Turismo de ??uarca en el concejo de Valdés;;;
Oficina de turismo de Laboral Ciudad de la Cultura;Oficina de turismo de Laboral Ciudad de la Cultura;/documents/39908/47079/ot-laboral.jpg/8760e73d-6c08-3eec-d82d-a250ae6156b2;Oficina de turismo de Laboral Ciudad de la Cultura;Gijón;Luis Moya Blanco, 261. 33203. Cabueñes;985 185 820;recepcionlaboral@turismoycultura.asturias.es;www.turismoasturias.es;https://www.facebook.com/TurismoAsturias;https://twitter.com/TurismoAsturias;https://www.instagram.com/turismoasturias/;;01/01 a 31/12: 10:00 a 14:00 y 15:30 a 20:00 h. Cerrada: 24, 25, 31 diciembre, 1, 5 (tarde) y 6 enero        ;Abre todo el año;;;;43.524095,-5.613511;/documents/39908/47079/ot-laboral.jpg/8760e73d-6c08-3eec-d82d-a250ae6156b2?t=1674175584197;Oficina de Turismo de Laboral Ciudad de la Cultura;;;
Oficina de turismo de Cudillero;Oficina de turismo de Cudillero;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6;Oficina de turismo de Cudillero;Cudillero;Puerto del Oeste. 33150 Cudillero;985 591 377 / 985 590 003 (Ayto);oficinaturismo@cudillero.es;https://www.turismocudillero.com/;;;;;01/06 a 30/06 y 01/09 a 30/09: Lunes a domingo: 11:00 a 14:00 y 16:00 a 18:00 h. 01/07 a 31/08: Lunes a domingo: 10:00 a 14:00 y 16:00 a 19:30 h.  ;;;;;43.56472,-6.147777;/documents/39908/46959/ot_cudillero.jpg/8d096a77-888f-5bb2-762a-ee8a9caa5a4e?t=1674175547634;Oficina de Turismo de Cudillero;;;
Oficina de turismo de Ribadesella;Oficina de turismo de Ribadesella;/documents/39908/47088/ot-ribadesella.jpg/2dbd534c-1c40-2e98-d0b8-f297a1bdd963;Oficina de turismo de Ribadesella;Ribadesella;Paseo Princesa Letizia. 33560. Ribadesella/Ribeseya;985 860 038;info@ribadesella.es;http://www.ribadesella.es;https://www.facebook.com/ribadesellaturismo;https://twitter.com/RibadesellaTuri;https://www.instagram.com/ribadesellaturismo/;;01/07 a 31/08: Lunes a domingo: 10:00 a 14:00 y 16:00 a 19:00 h. Cerrada: 6 y 7 agosto (Descenso Internacional del Sella) Resto del año: Martes a sábado: 10:00 a 14:00 y 16:00 a 18:00 h. Cerrado: domingo y lunes      ;Abre todo el año  ;;TRUE;;43.46221,-5.060257;/documents/39908/47088/ot-ribadesella.jpg/2dbd534c-1c40-2e98-d0b8-f297a1bdd963?t=1674175586115;logo;;;
Oficina de Turismo de San Esteban;<p>Oficina de Turismo de San Esteban</p>;/documents/39908/47076/muros-ok.jpg/75268436-839c-7815-485b-a8d78b449fb0;Oficina de Turismo de San Esteban;Muros de Nalón;C/ Casto Plasencia. 3313 San Esteban;985 580 379;turismo@murosdenalon.es;http://www.destinobajonalon.es/;https://www.facebook.com/turismobajonalon;https://twitter.com/DestinoBNalon;https://www.instagram.com/destinobajonalon/;;15/06 a 15/09: Sábado: 16:00 a 19:30 h. Domingos: 11:00 a 14:00 h.;;;;;43.553115, -6.086264;/documents/39908/47070/san-esteban-ok.jpg/68b86e71-d4f7-0a2e-7019-4d80f7bab343?t=1674175581531;OT San Esteban;;;
Oficina de turismo de Ponga;Oficina de turismo;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6;Oficina de turismo de Ponga;Ponga;33557. San Juan de Beleño;985 843 113;ponga@taxusmedioambiente.com;https://parquenaturaldeponga.wordpress.com/;;;;;Horario Semana Santa, Verano (junio a septiembre) y Puentes: Lunes a sábado: 9:00 a 14:00 y 16:00 a 19:00 h. Domingos: 9:00 a 14:00 y 16:00 a 18:00 h. Resto del año: Martes a sábado: 9:00 a 14:00 y 16:00 a 18:00 h. Domingos: 9:00 a 14:00 h. Cerrado Lunes;Abierta todo el año;;;;43.187906,-5.164157;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6?t=1674173326194;logo;;;
Oficina de turismo de Sobrescobio;Oficina de turismo de Sobrescobio;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6;Oficina de turismo de Sobrescobio;Sobrescobio;Casa del Agua. 33993. Rioseo;985 609 128 / 985 609 005 (Ayto);,cultura@ayto-sobrescobio.es;http://www.ayto-sobrescobio.es;;;;;Horarios:  15/06 a 30/09: Martes a Domingo: 10:30 a 14:30 y 16:30 a 19:30 h. 01/10 a 31/10: Lunes a Viernes: 10:00 a 14:00 y 16:00 a 18:00 h. Sábados y Domingos: De 10:30 a 14:30 y 16:30 a 19:30 h. Semana Santa: 10:30 a 14:30 y 16:30 a 19:30 h.     ;;Lunes cerrado (aunque del 15/06 a 05/07 la atención se realizará en el C.C. Vicente Álvarez);;;43.220814,-5.454714;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6?t=1674173326194;logo;;;
Oficina de Turismo de Grado;<p>Oficina de Turismo de Grado</p>;/documents/39908/46935/IMG_20190416_115837_resized_20190425_081711003.jpg/ced3ecac-d864-97bb-9298-30351bb87fd5;Oficina de Turismo de Grado;Grado;Palacio de Fontela. C/ Eduardo Sierra, 10. 33820. Grau/Grado;636 909 088 / 985 750 804;turismo@ayto-grado.es;https://www.ayto-grado.es/oficina-de-turismo;https://www.facebook.com/ayto.grado.turismo;;https://www.instagram.com/grado.turismo/;;Miércoles a domingo: 11:00 a 15:00 y 16:00 a 19:00 h. Visitas guiadas a la villa (casco histórico y arquitectura indiana): Grupos mínimo 5 pax. Previa reserva: 636 909 088      ;;;;;43.388122,-6.068783;/documents/39908/46935/ot-grau.jpg/aefb18b5-5bef-90fe-c3cc-933e7aefd47d?t=1674175539097;Oficina de Turismo de Grado;;;
Oficina de turismo de Noreña;Oficina de turismo de Noreña;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6;Oficina de turismo de Noreña;Noreña;C/ La Libertad, 12 Bajo. 33180 Noreña;684 633 514;turismo@aytonorena.es;http://www.aytonorena.es;;;;;Lunes a jueves: 11:00 a 13:00 y 17:00 a 19:00 h. Viernes: 11:00 a 13:00 y 17:00 a 20:00 h. Sábados: 10:00 a 14:00 h. Visitas guiadas gratuitas (Torre del Reloj y Villa de Noreña)  ;;;;;43.394056,-5.711015;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6?t=1674173326194;logo;;;
Oficina de turismo de Avilés;<p>Oficina de turismo</p>;/documents/39908/47001/ot-aviles.jpg/09be28a0-acd7-2d7f-4b0d-127a8d1e8ef6;Oficina de turismo de Avilés;Avilés;C/ Ruiz Gómez, 21. 33402. Avilés;985 544 325;turismo@aviles.es;http://www.avilescomarca.info,www.aviles.es;www.facebook.com/avilescomarca;;www.instagram.com/turismoavilescomarca;;01/07 hasta nuevo aviso: Lunes a domingo: 10:00 a 19:00 h. (ininterrumpido). Accesible;Abre todo el año;;TRUE;;43.555916,-5.920489;/documents/39908/47001/ot-aviles.jpg/09be28a0-acd7-2d7f-4b0d-127a8d1e8ef6?t=1674175562436;Avilés;;;
Oficina de turismo de Castropol;Oficina de turismo de Castropol;/documents/39908/46932/Castropol.jpg/face3f5e-6e3f-78af-348c-c8e411c89fee;Oficina de turismo de Castropol;Castropol;Plaza del Ayuntamiento, 1. 33760. Castropol;985 635 001;oficinadeturismo@castropol.es,turismo@castropol.es;http://www.castropol.es;;;;;15/05 a 30/06: Lunes a viernes: 11:00 a 15:00 h. 01/07 a 30/09: Martes a viernes: 11:00 a 14:00 y 16:00 a 18:00 h. Sábados y domingos: 11:00 a 14:30 y 16:00 a 18:00 h.;;En periodos y horarios diferentes a los establecidos anteriormente, se presta el servicio de atención al visitante de, lunes a viernes, 08:00 a 15:00 h. en la oficina del técnico municipal de turismo, sita también en el Ayuntamiento de Castropol.;;;43.526242,-7.027884;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6?t=1674173326194;Panorámica de Castropol;;;
Oficina de turismo de Taramundi;Oficina de turismo de Taramundi;/documents/39908/47028/IMG_20210612_135454.jpg/54998fc3-5c08-dce3-3b0a-e413410530ff;Oficina de turismo de Taramundi;Taramundi;C/ Solleiro, 18. 33775. Taramundi;985 646 877;oit.taramundi@gmail.com,turismo@taramundi.net;https://www.taramundi.es/;https://www.facebook.com/turismodetaramundi;;https://www.instagram.com/turismotaramundi/;;01/03 a 31/10 (ambos inclusive): Martes a Sábado: 10:00 a 14:00 y 16:00 a 19:00 h. Domingos: 10:00 a 14:00 h. Cerrado: lunes 01/11 a 01/03: Martes a Sábado: 10:00 a 14:00 y 15:00 a 18:00 h. Domingos: 10:00 a 14:00 h. Cerrado: lunes;Abre todo el año;;;;43.360352,-7.108135;/documents/39908/47028/IMG_20210612_135454.jpg/54998fc3-5c08-dce3-3b0a-e413410530ff?t=1674175568865;Oficina de turismo de Taramundi;;;
Oficina de turismo de Candás;Oficina de turismo de Candás;/documents/39908/46953/Candas.jpg/1817190d-535f-388b-c32c-cfabef833c06;Oficina de turismo de Candás;Carreño;Braulio Busto (bajos Plaza de la Baragaña). 33430. Candás;985 884 888;turismo@ayto-carreno.es;http://www.ayto-carreno.es;;;;;01/06 a 30/09 y SS: 10:00 a 14:00 y 17:30 a 20:00 h. Resto del año: Cerrado. ;;;;;43.589235,-5.765846;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6?t=1674173326194;Candás;;;
Punto de Información Turística de Felechosa;Punto de Información Turística de Felechosa;/documents/39908/46914/pit_felechosa.jpg/355a9342-5d28-a4d7-e2e6-1e2bef06a62f;Punto de Información Turística de Felechosa;Aller;El Parque. 33688. Felechosa;985 481 439;info@aller.es;https://www.aller.es/;facebook.com/turismo.aller;https://twitter.com/turismoaller?lang=es;instagram.com/turismoaller_asturias;;Sábados: 10:00 a 15:00 y 15:30 a 18:00 h. Domingos y festivos: 10:00 a 14:00 h.   ;Abre todo el año  ;;;;43.103227,-5.507375;/documents/39908/46914/pit_felechosa.jpg/355a9342-5d28-a4d7-e2e6-1e2bef06a62f?t=1674175531842;Paisaje de Aller;;;
Oficina de turismo de San Martín de Oscos;Oficina de turismo de San Martín de Oscos;/documents/39908/47049/sanmartindeoscos.jpg/f1038f55-d50a-cdfc-b1a6-24c4d3d8b426;Oficina de turismo de San Martín de Oscos;San Martín de Oscos;Ctra. Gral. 33777. Samartín;615 375 701;turismo@sanmartindeoscos.es;https://www.sanmartindeoscos.es/;https://www.facebook.com/Perdo.Oscos;;;;Información turística: turismo@sanmartindeoscos.es  ;03/12 a 11/12: 10:30 a 13:30 y 15:00 a 18:30 h. Visitas guiadas (reservar con antelación): Palacio de Mon: 11:00 h. Casa del Marco: 12:30 h.;;;;43.265394,-6.961954;/documents/39908/47049/sanmartindeoscos.jpg/f1038f55-d50a-cdfc-b1a6-24c4d3d8b426?t=1674175574935;Oficina de turismo de San Martín de Oscos;;;
Oficina de turismo de Arriondas;<p>Oficina de turismo de Arriondas</p>;/documents/39908/47031/OT+Arriondas.jpg/9d8c8ab5-0c1d-2737-4db7-81f3c03480e8;Oficina de turismo de Arriondas;Parres;Lilián de Celis (Bajos del Ayuntamiento). 33540 Arriondas/Les Arriondes;985 841 712 / 985 840 024 (Ayto);turismo@ayto-parres.es;http://www.ayto-parres.es;;;;;Hasta 16/10: Lunes y miércoles a sábado: 10:00 a 14:00 y 16:00 a 20:00 h. Martes y domingo: 10:00 a 14:00 h.;;;;;43.387273,-5.187877;/documents/39908/47031/OT+Arriondas.jpg/9d8c8ab5-0c1d-2737-4db7-81f3c03480e8?t=1674175569424;Oficina de turismo de Arriondas;;;
Oficina de turismo de Tapia de Casariego;Oficina de turismo de Tapia de Casariego;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6;Oficina de turismo de Tapia de Casariego;Tapia de Casariego;Casa de Cultura. Plaza del Mercado, 1. 33740. Tapia;985 471 099 / 985 628 080 (Ayto);turismotapia@hotmail.com;http://www.tapiadecasariego.es;;;;;Lunes a viernes: 10:00 a 13:30 y 17:00 a 19:30 h. (a excepción de puentes y festivos);;;;;43.570345,-6.944331;/documents/39908/44325/OficinaTurismo1.jpg/0230718f-905e-1f18-8f31-c19332cc4fc6?t=1674173326194;logo;;;
